TaxiID,latitude,longitude,occupancy,time
abboip,37.66452,-122.39796,0,1211040452
abboip,37.67583,-122.38877,0,1211040510
abboip,37.68906,-122.39053,0,1211040550
abboip,37.70225,-122.3935,0,1211040599
abboip,37.71516,-122.39802,0,1211040647
abboip,37.71716,-122.39894,0,1211040661
abboip,37.72765,-122.40254,0,1211040695
abboip,37.74031,-122.40786,0,1211040750
abboip,37.74934,-122.40517,0,1211040811
abboip,37.74843,-122.40856,0,1211040871
abboip,37.74833,-122.41382,0,1211040932
abboip,37.75074,-122.41501,0,1211040992
abboip,37.75077,-122.41805,0,1211041052
abboip,37.75234,-122.41842,0,1211041117
abboip,37.7524,-122.41842,1,1211041120
abboip,37.75402,-122.4186,1,1211041181
abboip,37.75695,-122.41894,1,1211041253
abboip,37.76171,-122.41936,1,1211041301
abboip,37.76412,-122.41958,1,1211041375
abboip,37.76656,-122.41979,1,1211041422
abboip,37.77,-122.42003,1,1211041482
abboip,37.77457,-122.41916,1,1211041543
abboip,37.77801,-122.41978,1,1211041603
abboip,37.7814,-122.42038,1,1211041664
abboip,37.78434,-122.42101,1,1211041724
abboip,37.78659,-122.42148,1,1211041784
abboip,37.78931,-122.422,1,1211041844
abboip,37.79063,-122.42025,1,1211041904
abboip,37.79119,-122.41568,1,1211041964
abboip,37.79149,-122.41327,1,1211042024
abboip,37.7916,-122.41249,1,1211042068
abboip,37.79171,-122.41162,0,1211042074
abboip,37.79181,-122.41093,0,1211042112
abboip,37.7942,-122.41138,0,1211042173
abboip,37.79533,-122.41151,0,1211042234
abboip,37.79714,-122.4119,0,1211042305
abboip,37.79951,-122.4124,0,1211042356
abboip,37.80239,-122.41294,0,1211042416
abboip,37.80413,-122.41331,0,1211042476
abboip,37.8071,-122.41391,0,1211042537
abboip,37.80735,-122.41399,0,1211042567
abboip,37.80845,-122.41247,0,1211042628
abboip,37.80826,-122.4155,0,1211042695
abboip,37.80783,-122.41868,0,1211042740
abboip,37.80704,-122.419,0,1211042821
abboip,37.80669,-122.42047,0,1211042883
abboip,37.80469,-122.42193,0,1211042941
abboip,37.80455,-122.42228,0,1211043006
abboip,37.80455,-122.42227,1,1211043049
abboip,37.80167,-122.42298,1,1211043104
abboip,37.79795,-122.42219,1,1211043164
abboip,37.79576,-122.4218,1,1211043224
abboip,37.79482,-122.42157,1,1211043284
abboip,37.79082,-122.42076,1,1211043344
abboip,37.78943,-122.42049,1,1211043404
abboip,37.78608,-122.41983,1,1211043469
abboip,37.78418,-122.41946,1,1211043529
abboip,37.78135,-122.41885,1,1211043584
abboip,37.77689,-122.418,1,1211043644
abboip,37.77251,-122.4124,1,1211043710
abboip,37.76707,-122.40543,1,1211043765
abboip,37.7557,-122.40321,1,1211043829
abboip,37.74248,-122.40696,1,1211043876
abboip,37.72899,-122.40346,1,1211043932
abboip,37.716,-122.39873,1,1211043996
abboip,37.70313,-122.39394,1,1211044030
abboip,37.68998,-122.39093,1,1211044078
abboip,37.67617,-122.38882,1,1211044126
abboip,37.66465,-122.39806,1,1211044176
abboip,37.65347,-122.40722,1,1211044228
abboip,37.63989,-122.40576,1,1211044284
abboip,37.62677,-122.40255,1,1211044327
abboip,37.61393,-122.39731,1,1211044388
abboip,37.615,-122.38638,1,1211044448
abboip,37.61787,-122.38572,1,1211044508
abboip,37.61781,-122.38712,1,1211044566
abboip,37.61779,-122.38711,1,1211044626
abboip,37.6178,-122.38711,1,1211044654
abboip,37.6178,-122.38711,0,1211044667
abboip,37.61607,-122.38898,0,1211044724
abboip,37.61921,-122.39913,0,1211044787
abboip,37.63229,-122.40275,0,1211044828
abboip,37.64542,-122.4063,0,1211044878
abboip,37.65871,-122.40526,0,1211044932
abboip,37.6687,-122.39376,0,1211044980
abboip,37.68197,-122.3889,0,1211045034
abboip,37.69547,-122.39192,0,1211045086
abboip,37.709,-122.39498,0,1211045137
abboip,37.71604,-122.39854,0,1211045168
abboip,37.72892,-122.40307,0,1211045221
abboip,37.73335,-122.40556,1,1211045243
abboip,37.7446,-122.40509,1,1211045324
abboip,37.74669,-122.40395,1,1211045355
abboip,37.7467,-122.40395,0,1211045370
abboip,37.74921,-122.40509,0,1211045438
abboip,37.74841,-122.40999,0,1211045479
abboip,37.74835,-122.41246,0,1211045546
abboip,37.74862,-122.41366,0,1211045599
abboip,37.74861,-122.41371,0,1211045664
abboip,37.74853,-122.41361,0,1211045721
abboip,37.74855,-122.41364,0,1211045794
abboip,37.74856,-122.41362,0,1211045843
abboip,37.74868,-122.41367,0,1211045850
abboip,37.75083,-122.41392,0,1211045910
abboip,37.75276,-122.41432,0,1211045969
abboip,37.75267,-122.41427,1,1211045974
abboip,37.75512,-122.41442,1,1211046031
abboip,37.75837,-122.41467,1,1211046091
abboip,37.76099,-122.41706,1,1211046151
abboip,37.7645,-122.41739,1,1211046211
abboip,37.76622,-122.41749,1,1211046271
abboip,37.76621,-122.41756,1,1211046331
abboip,37.76621,-122.41756,0,1211046332
abboip,37.76513,-122.41849,0,1211046393
abboip,37.76488,-122.41974,0,1211046436
abboip,37.76163,-122.42304,0,1211046520
abboip,37.76165,-122.42347,0,1211046580
abboip,37.76422,-122.42406,0,1211046640
abboip,37.76632,-122.42462,0,1211046698
abboip,37.76637,-122.42459,0,1211046808
abboip,37.76673,-122.42424,1,1211046839
abboip,37.76815,-122.42239,1,1211046898
abboip,37.76969,-122.42001,1,1211046965
abboip,37.77161,-122.41899,1,1211047018
abboip,37.77265,-122.41881,1,1211047085
abboip,37.77287,-122.41869,1,1211047144
abboip,37.77608,-122.41939,1,1211047200
abboip,37.7798,-122.42009,1,1211047272
abboip,37.78248,-122.42058,1,1211047330
abboip,37.78511,-122.41804,1,1211047445
abboip,37.78571,-122.4133,1,1211047500
abboip,37.78591,-122.41207,1,1211047560
abboip,37.7856,-122.41139,1,1211047621
abboip,37.78601,-122.40943,1,1211047681
abboip,37.78753,-122.40825,1,1211047741
abboip,37.78816,-122.40826,1,1211047805
abboip,37.78861,-122.40862,1,1211047870
abboip,37.7886,-122.41048,1,1211047923
abboip,37.78854,-122.41308,1,1211047933
abboip,37.78853,-122.4133,0,1211047940
abboip,37.7877,-122.41342,0,1211047995
abboip,37.78757,-122.41337,1,1211048029
abboip,37.78596,-122.41938,1,1211048120
abboip,37.78579,-122.4212,1,1211048180
abboip,37.78571,-122.4248,1,1211048246
abboip,37.785,-122.42933,1,1211048303
abboip,37.78384,-122.43711,1,1211048366
abboip,37.78371,-122.43814,1,1211048401
abboip,37.78234,-122.44871,1,1211048460
abboip,37.78171,-122.45332,1,1211048520
abboip,37.78144,-122.45616,1,1211048600
abboip,37.78135,-122.45619,1,1211048647
abboip,37.77789,-122.4553,1,1211048702
abboip,37.77727,-122.45842,1,1211048762
abboip,37.77358,-122.4588,1,1211048822
abboip,37.77268,-122.46113,1,1211048883
abboip,37.77197,-122.46199,1,1211048942
abboip,37.77196,-122.46241,0,1211048959
abboip,37.77258,-122.46485,0,1211048980
abboip,37.77384,-122.4658,0,1211049056
abboip,37.77408,-122.46587,0,1211049123
abboip,37.77409,-122.46588,0,1211049237
abboip,37.77401,-122.46591,0,1211049297
abboip,37.77535,-122.46495,0,1211049358
abboip,37.77731,-122.46237,0,1211049422
abboip,37.77735,-122.45885,0,1211049479
abboip,37.77732,-122.4574,0,1211049539
abboip,37.77726,-122.45752,0,1211049574
abboip,37.77733,-122.45749,0,1211049635
abboip,37.77732,-122.4575,0,1211049662
abboip,37.77731,-122.4575,0,1211049684
abboip,37.77731,-122.45755,0,1211049745
abboip,37.77729,-122.45749,1,1211049778
abboip,37.77796,-122.45232,1,1211049849
abboip,37.77904,-122.44383,1,1211049894
abboip,37.77957,-122.43882,1,1211049954
abboip,37.77787,-122.43839,1,1211050019
abboip,37.77712,-122.43622,1,1211050074
abboip,37.77766,-122.43171,1,1211050134
abboip,37.77852,-122.42519,1,1211050196
abboip,37.77794,-122.42317,1,1211050257
abboip,37.77602,-122.42274,1,1211050317
abboip,37.77626,-122.41977,1,1211050383
abboip,37.77532,-122.41584,1,1211050439
abboip,37.77744,-122.41288,1,1211050497
abboip,37.78054,-122.40925,1,1211050558
abboip,37.78264,-122.40656,1,1211050613
abboip,37.78337,-122.40744,1,1211050673
abboip,37.78368,-122.40805,1,1211050739
abboip,37.78433,-122.40829,1,1211050809
abboip,37.78538,-122.40824,1,1211050855
abboip,37.78569,-122.40815,1,1211050916
abboip,37.78563,-122.40816,1,1211050977
abboip,37.78561,-122.40815,1,1211051044
abboip,37.78537,-122.40817,1,1211051097
abboip,37.78562,-122.40635,1,1211051162
abboip,37.78567,-122.40639,1,1211051217
abboip,37.78488,-122.40476,1,1211051287
abboip,37.7874,-122.40065,1,1211051338
abboip,37.7858,-122.39944,1,1211051398
abboip,37.78293,-122.40226,1,1211051458
abboip,37.78215,-122.4013,1,1211051518
abboip,37.77863,-122.39702,1,1211051579
abboip,37.77697,-122.39472,1,1211051639
abboip,37.77689,-122.39478,1,1211051685
abboip,37.77689,-122.39477,0,1211051686
abboip,37.77697,-122.39525,0,1211051750
abboip,37.7769,-122.39532,0,1211051806
abboip,37.77689,-122.39526,0,1211051878
abboip,37.77693,-122.39525,0,1211051931
abboip,37.77694,-122.39516,0,1211051988
abboip,37.77698,-122.39525,0,1211052046
abboip,37.77698,-122.39524,0,1211052106
abboip,37.77697,-122.39523,1,1211052142
abboip,37.77697,-122.39521,0,1211052152
abboip,37.77696,-122.3952,0,1211052157
abboip,37.77653,-122.39575,0,1211052218
abboip,37.77756,-122.39997,0,1211052278
abboip,37.78006,-122.40312,0,1211052338
abboip,37.78126,-122.40462,0,1211052374
abboip,37.7827,-122.40615,0,1211052439
abboip,37.78339,-122.40735,0,1211052494
abboip,37.78392,-122.40818,0,1211052559
abboip,37.78422,-122.40821,1,1211052607
abboip,37.78442,-122.40837,1,1211052669
abboip,37.78524,-122.40992,1,1211052727
abboip,37.78493,-122.41255,1,1211052787
abboip,37.78448,-122.4158,1,1211052847
abboip,37.78407,-122.41894,1,1211052907
abboip,37.7838,-122.42074,1,1211052973
abboip,37.784,-122.42275,1,1211053028
abboip,37.78547,-122.42446,1,1211053089
abboip,37.78501,-122.42864,1,1211053149
abboip,37.78501,-122.42864,1,1211053164
abboip,37.78482,-122.43022,1,1211053210
abboip,37.78482,-122.43022,0,1211053218
abboip,37.78546,-122.4348,0,1211053311
abboip,37.78709,-122.43312,0,1211053371
abboip,37.78805,-122.42548,0,1211053431
abboip,37.7887,-122.42372,0,1211053502
abboip,37.78846,-122.4235,0,1211053521
abboip,37.7887,-122.42352,0,1211053587
abboip,37.78915,-122.4238,0,1211053641
abboip,37.78911,-122.42419,1,1211053682
abboip,37.78718,-122.4251,1,1211053736
abboip,37.78393,-122.42437,1,1211053796
abboip,37.7826,-122.42288,1,1211053856
abboip,37.78252,-122.42086,1,1211053916
abboip,37.78187,-122.4213,1,1211053976
abboip,37.78165,-122.42125,0,1211053998
abboip,37.78198,-122.42241,0,1211054058
abboip,37.78324,-122.42256,0,1211054118
abboip,37.78466,-122.42283,0,1211054178
abboip,37.78527,-122.42805,0,1211054261
abboip,37.78644,-122.42286,0,1211054321
abboip,37.78813,-122.42193,0,1211054381
abboip,37.78807,-122.42199,0,1211054403
abboip,37.78861,-122.42202,0,1211054464
abboip,37.78618,-122.42178,0,1211054525
abboip,37.78576,-122.42156,0,1211054586
abboip,37.78651,-122.4218,0,1211054647
abboip,37.78639,-122.42155,0,1211054712
abboip,37.78619,-122.42176,0,1211054781
abboip,37.78616,-122.42172,1,1211054814
abboip,37.78553,-122.42295,1,1211054874
abboip,37.78631,-122.42321,1,1211054934
abboip,37.78742,-122.42359,1,1211054970
abboip,37.7888,-122.42367,1,1211055022
abboip,37.79192,-122.42424,1,1211055074
abboip,37.79352,-122.42462,1,1211055134
abboip,37.79663,-122.42408,1,1211055194
abboip,37.79683,-122.42218,1,1211055256
abboip,37.79744,-122.41038,1,1211055376
abboip,37.79816,-122.40452,1,1211055436
abboip,37.79852,-122.40225,1,1211055496
abboip,37.80306,-122.40316,1,1211055571
abboip,37.80533,-122.40358,1,1211055617
abboip,37.80627,-122.40472,1,1211055677
abboip,37.80635,-122.40478,1,1211055735
abboip,37.80679,-122.40576,0,1211055737
abboip,37.80682,-122.40583,1,1211055742
abboip,37.80723,-122.4068,1,1211055800
abboip,37.80795,-122.40861,1,1211055860
abboip,37.80828,-122.41003,1,1211055901
abboip,37.80828,-122.41004,0,1211055902
abboip,37.80851,-122.41224,0,1211055962
abboip,37.80763,-122.41255,0,1211056037
abboip,37.80778,-122.41243,0,1211056083
abboip,37.80685,-122.41219,0,1211056149
abboip,37.80468,-122.4133,0,1211056202
abboip,37.80565,-122.41401,0,1211056262
abboip,37.80514,-122.41749,0,1211056327
abboip,37.80488,-122.41941,0,1211056383
abboip,37.80457,-122.42178,0,1211056443
abboip,37.8042,-122.4242,0,1211056503
abboip,37.80395,-122.42668,0,1211056563
abboip,37.80132,-122.42629,0,1211056629
abboip,37.80049,-122.42777,0,1211056688
abboip,37.79923,-122.42741,0,1211056744
abboip,37.79816,-122.42728,0,1211056780
abboip,37.79629,-122.42683,0,1211056843
abboip,37.79489,-122.42953,0,1211056906
abboip,37.79433,-122.43445,0,1211056961
abboip,37.79257,-122.43632,0,1211057022
abboip,37.78973,-122.43577,0,1211057083
abboip,37.78954,-122.43576,1,1211057102
abboip,37.78793,-122.4354,1,1211057163
abboip,37.78692,-122.4352,1,1211057222
abboip,37.78726,-122.43168,1,1211057282
abboip,37.78804,-122.42549,1,1211057351
abboip,37.78683,-122.42496,1,1211057420
abboip,37.78264,-122.42418,1,1211057463
abboip,37.78289,-122.42119,1,1211057522
abboip,37.78307,-122.41967,1,1211057591
abboip,37.78347,-122.41642,1,1211057642
abboip,37.7836,-122.41445,1,1211057703
abboip,37.78433,-122.4088,1,1211057763
abboip,37.78267,-122.40698,1,1211057823
abboip,37.78029,-122.40352,1,1211057883
abboip,37.78178,-122.40145,1,1211057944
abboip,37.78045,-122.39924,1,1211058004
abboip,37.77786,-122.396,1,1211058073
abboip,37.77703,-122.39476,1,1211058127
abboip,37.777,-122.39479,1,1211058188
abboip,37.77697,-122.39477,0,1211058193
abboip,37.7755,-122.39712,0,1211058254
abboip,37.77736,-122.39966,0,1211058313
abboip,37.77938,-122.40224,0,1211058373
abboip,37.78075,-122.40398,0,1211058433
abboip,37.78265,-122.40629,0,1211058495
abboip,37.78316,-122.40544,1,1211058531
abboip,37.78512,-122.40423,1,1211058592
abboip,37.7865,-122.40288,1,1211058660
abboip,37.78718,-122.40363,1,1211058712
abboip,37.79121,-122.40077,1,1211058833
abboip,37.79644,-122.40138,1,1211058894
abboip,37.79706,-122.39847,1,1211058954
abboip,37.79708,-122.39846,1,1211058994
abboip,37.79711,-122.39846,1,1211059060
abboip,37.79711,-122.39846,0,1211059081
abboip,37.79701,-122.39842,0,1211059125
abboip,37.79903,-122.39851,0,1211059870
abboip,37.79885,-122.39867,0,1211059930
abboip,37.7983,-122.4037,0,1211059990
abboip,37.79797,-122.40641,0,1211060039
abboip,37.79767,-122.40885,0,1211060099
abboip,37.79768,-122.40886,1,1211060120
abboip,37.79611,-122.4198,1,1211060180
abboip,37.79595,-122.42189,1,1211060239
abboip,37.79538,-122.42349,1,1211060301
abboip,37.79221,-122.423,1,1211060360
abboip,37.79227,-122.42407,1,1211060422
abboip,37.79176,-122.42594,1,1211060480
abboip,37.78944,-122.4258,1,1211060541
abboip,37.78301,-122.42427,1,1211060602
abboip,37.78151,-122.42392,1,1211060665
abboip,37.78154,-122.42394,1,1211060710
abboip,37.78156,-122.42394,0,1211060713
abboip,37.77963,-122.42362,0,1211060773
abboip,37.77965,-122.42362,1,1211060795
abboip,37.77882,-122.42341,1,1211060844
abboip,37.7777,-122.42315,1,1211060910
abboip,37.77593,-122.42364,1,1211060959
abboip,37.77565,-122.42554,1,1211061019
abboip,37.77491,-122.43094,1,1211061079
abboip,37.77347,-122.43584,1,1211061139
abboip,37.77152,-122.43553,1,1211061200
abboip,37.77141,-122.4367,1,1211061260
abboip,37.7714,-122.43672,0,1211061289
abboip,37.77132,-122.43695,0,1211061378
abboip,37.77248,-122.43551,0,1211061438
abboip,37.77349,-122.43407,1,1211061491
abboip,37.77382,-122.432,1,1211061552
abboip,37.77129,-122.43033,1,1211061607
abboip,37.76867,-122.43018,1,1211061667
abboip,37.76557,-122.43104,1,1211061727
abboip,37.76434,-122.43211,1,1211061788
abboip,37.76431,-122.43254,1,1211061847
abboip,37.76293,-122.43301,1,1211061907
abboip,37.75952,-122.43268,1,1211061983
abboip,37.75637,-122.43238,1,1211062027
abboip,37.75634,-122.43242,0,1211062041
abboip,37.75268,-122.432,0,1211062107
abboip,37.75144,-122.43142,0,1211062162
abboip,37.75168,-122.42847,0,1211062223
abboip,37.75111,-122.42849,0,1211062283
abboip,37.75169,-122.42785,0,1211062351
abboip,37.75186,-122.42504,0,1211062410
abboip,37.75198,-122.42262,0,1211062466
abboip,37.75206,-122.42119,0,1211062526
abboip,37.75207,-122.42111,0,1211062586
abboip,37.75251,-122.41964,0,1211062649
abboip,37.75373,-122.41973,0,1211062687
abboip,37.7523,-122.41887,0,1211062783
abboip,37.7522,-122.42025,0,1211062816
abboip,37.75518,-122.42094,0,1211062916
abboip,37.75717,-122.42112,0,1211062976
abboip,37.75774,-122.42115,1,1211063015
abboip,37.75854,-122.42194,1,1211063075
abboip,37.7583,-122.42557,1,1211063136
abboip,37.75814,-122.42796,1,1211063196
abboip,37.75808,-122.42873,1,1211063256
abboip,37.75806,-122.42874,1,1211063316
abboip,37.75808,-122.42875,1,1211063376
abboip,37.75807,-122.42875,1,1211063434
abboip,37.75806,-122.42875,0,1211063436
abboip,37.758,-122.42909,0,1211063557
abboip,37.7581,-122.42813,0,1211063618
abboip,37.7582,-122.42599,0,1211063678
abboip,37.7584,-122.4237,0,1211063740
abboip,37.75852,-122.42148,0,1211063792
abboip,37.75872,-122.41922,0,1211063854
abboip,37.75567,-122.41881,0,1211063917
abboip,37.75513,-122.4186,1,1211063944
abboip,37.75237,-122.41846,1,1211064004
abboip,37.74927,-122.41819,1,1211064065
abboip,37.74608,-122.41962,1,1211064126
abboip,37.74348,-122.42128,1,1211064185
abboip,37.74163,-122.42246,1,1211064255
abboip,37.74054,-122.42319,1,1211064297
abboip,37.74002,-122.42355,1,1211064337
abboip,37.73626,-122.42445,1,1211064398
abboip,37.73278,-122.42733,1,1211064463
abboip,37.72881,-122.4312,1,1211064518
abboip,37.72791,-122.43226,1,1211064573
abboip,37.72791,-122.43226,0,1211064576
abboip,37.72963,-122.43028,0,1211064639
abboip,37.72962,-122.43029,0,1211064693
abboip,37.72964,-122.43032,0,1211064754
abboip,37.72966,-122.43035,0,1211064814
abboip,37.72966,-122.43035,0,1211064875
abboip,37.72966,-122.43034,0,1211064939
abboip,37.72965,-122.43033,0,1211065002
abboip,37.72966,-122.43033,0,1211065055
abboip,37.72964,-122.43302,0,1211065109
abboip,37.72969,-122.43374,0,1211065169
abboip,37.72683,-122.4361,0,1211065229
abboip,37.72522,-122.4379,0,1211065294
abboip,37.72393,-122.43863,0,1211065369
abboip,37.72145,-122.4402,0,1211065412
abboip,37.72037,-122.44089,0,1211065471
abboip,37.71894,-122.44373,0,1211065534
abboip,37.71938,-122.44529,0,1211065575
abboip,37.71933,-122.44529,0,1211065636
abboip,37.71933,-122.44528,1,1211065673
abboip,37.71827,-122.44295,1,1211065733
abboip,37.71675,-122.44132,1,1211065793
abboip,37.71675,-122.44132,1,1211065853
abboip,37.71563,-122.43935,1,1211065930
abboip,37.71426,-122.43623,1,1211065974
abboip,37.71435,-122.43606,1,1211066033
abboip,37.71758,-122.43368,1,1211066104
abboip,37.72022,-122.42987,1,1211066158
abboip,37.71789,-122.42547,1,1211066230
abboip,37.71803,-122.41427,1,1211066276
abboip,37.71996,-122.40682,1,1211066336
abboip,37.72152,-122.40106,1,1211066400
abboip,37.72497,-122.40251,1,1211066458
abboip,37.7292,-122.40427,1,1211066534
abboip,37.73087,-122.40495,1,1211066579
abboip,37.73048,-122.40533,1,1211066639
abboip,37.73048,-122.40519,1,1211066699
abboip,37.73048,-122.40519,1,1211066760
abboip,37.73048,-122.40517,1,1211066820
abboip,37.73056,-122.40506,1,1211066880
abboip,37.72875,-122.4041,1,1211066940
abboip,37.725,-122.40256,1,1211067005
abboip,37.72117,-122.40096,1,1211067060
abboip,37.71455,-122.40149,1,1211067121
abboip,37.71134,-122.40371,1,1211067181
abboip,37.70903,-122.40521,1,1211067241
abboip,37.70538,-122.4093,1,1211067303
abboip,37.70715,-122.41559,1,1211067363
abboip,37.70956,-122.42382,1,1211067428
abboip,37.71315,-122.43361,1,1211067494
abboip,37.71564,-122.43932,1,1211067544
abboip,37.71772,-122.44217,1,1211067604
abboip,37.71867,-122.44446,1,1211067674
abboip,37.72016,-122.44519,1,1211067730
abboip,37.72166,-122.44585,1,1211067785
abboip,37.72263,-122.44504,0,1211067786
abboip,37.72848,-122.44047,0,1211067878
abboip,37.73092,-122.43549,0,1211067939
abboip,37.73862,-122.42443,0,1211068004
abboip,37.7406,-122.4239,0,1211068020
abboip,37.74582,-122.42195,0,1211068082
abboip,37.74407,-122.42194,0,1211068140
abboip,37.74699,-122.41897,0,1211068202
abboip,37.74779,-122.41846,0,1211068262
abboip,37.7482,-122.41511,0,1211068328
abboip,37.74822,-122.41424,0,1211068359
abboip,37.74851,-122.40747,0,1211068418
abboip,37.74967,-122.39758,0,1211068479
abboip,37.75006,-122.39342,0,1211068541
abboip,37.7511,-122.39343,0,1211068610
abboip,37.75203,-122.39444,0,1211068661
abboip,37.75199,-122.39444,0,1211068736
abboip,37.75198,-122.39443,0,1211068789
abboip,37.75198,-122.39443,0,1211068840
abboip,37.75199,-122.39476,0,1211068900
abboip,37.75193,-122.395,0,1211068963
abboip,37.75194,-122.39502,0,1211069027
abboip,37.75194,-122.39503,0,1211069081
abboip,37.75171,-122.39527,0,1211069143
abboip,37.75168,-122.39527,0,1211069212
abboip,37.75168,-122.39527,0,1211069262
abboip,37.75163,-122.39528,0,1211069322
abboip,37.75158,-122.39528,0,1211069387
abboip,37.75158,-122.39527,0,1211069442
abboip,37.75157,-122.39527,0,1211069484
abboip,37.75148,-122.39515,0,1211069550
abboip,37.75138,-122.39541,0,1211069665
abboip,37.75133,-122.39536,0,1211069726
abboip,37.75125,-122.3953,0,1211069786
abboip,37.75133,-122.39481,0,1211069847
abboip,37.75191,-122.39493,0,1211069907
abboip,37.75141,-122.39458,0,1211069969
abboip,37.75142,-122.39458,0,1211070085
abboip,37.75142,-122.39457,0,1211070149
abboip,37.75143,-122.39457,0,1211070200
abboip,37.75146,-122.39457,0,1211070266
abboip,37.75142,-122.39458,0,1211070321
abboip,37.75144,-122.39457,0,1211070400
abboip,37.75148,-122.39456,0,1211070442
abboip,37.75142,-122.39458,0,1211070530
abboip,37.75144,-122.39458,0,1211070651
abboip,37.75147,-122.39455,0,1211070712
abboip,37.75146,-122.39458,0,1211070766
abboip,37.7514,-122.39459,0,1211070846
abboip,37.75142,-122.39459,0,1211070898
abboip,37.75142,-122.39459,0,1211070947
abboip,37.75142,-122.39459,0,1211071008
abboip,37.7514,-122.39458,0,1211071068
abboip,37.75143,-122.39459,0,1211071128
abboip,37.75145,-122.39458,0,1211071202
